region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Santa Cruz,341.0,Hyundai,Minibús,1999.0,26.0,377635.0,350.0,Normal,,6.0,78.8,Bajo,31.5,12.24,Regular,Sucio,Camino de Tierra,Mala,15.7,1
Oruro,3786.0,,SUV,2022.0,3.0,25652.0,206.0,Normal,83.5,6.5,104.6,Bajo,29.7,13.57,,Limpio,Urbana,Regular,4.7,0
Cochabamba,2403.0,Mitsubishi,Pickup,1993.0,32.0,376145.0,18.0,Normal,82.5,5.2,97.1,,29.6,11.65,Regular,obstruido,Urbana,Buena,10.0,1
Santa Cruz,783.0,Ford,Sedán,2003.0,22.0,305631.0,200.0,,75.7,140.0,,,32.6,12.98,Regular,Sucio,Camino de Tierra,Mala,14.7,1
Santa Cruz,556.0,NISAN,SUV,2005.0,20.0,266118.0,81.0,,87.4,3.2,79.6,Óptimo,25.0,11.72,Bueno,Obstruido,Urbana,mla,22.9,0
Cochabamba,2529.0,Toyota,Camioneta 4x4,1990.0,35.0,460232.0,121.0,Contaminada,80.8,,100.1,bjo,42.9,11.53,Desgastado,Sucio,Camino de Tierra,,8.1,1
Cochabamba,2442.0,Honda,SUV,2001.0,24.0,256579.0,614.0,Normal,,,84.2,bajo,28.9,11.75,critico,Limpio,Camino de Tierra,Muy Mala,6.4,1
Potosí,3950.0,,Sedán,1993.0,32.0,336134.0,57.0,Degradada,,69.8,116.0,Óptimo,25.0,11.16,Regular,Limpio,Urbana,MALA,16.1,1
Trinidad,186.0,Masda,Sedan,2013.0,12.0,202600.0,55.0,Normal,83.2,,89.4,Óptimo,35.1,12.87,Crítico,Limpio,Urbana,Muy Mala,14.2,0
La Paz,3933.0,Toyota,Camion,2006.0,19.0,230729.0,39.0,Contaminada,68.2,152.3,118.2,Óptimo,28.7,12.8,Regular,Sucio,Urbana,Mala,2.5,1
Trinidad,53.0,Hyundai,Sedán,,14.0,139922.0,17.0,CONTAMINADO,80.7,157.8,92.0,ÓPTIMO,28.6,10.77,Bueno,Obstruido,Camino de Tierra,Regular,11.5,1
Santa Cruz,436.0,Kia,Sedn,1990.0,,521270.0,,Degradada,84.7,21.8,84.6,Óptimo,31.3,11.14,Regular,Obstruido,Camino de Tierra,Mala,26.2,1
Sucre,2807.0,Kia,Minibús,1985.0,40.0,406601.0,93.0,Normal,85.4,5.4,110.2,Óptimo,28.4,12.58,Bueno,Obstruido,Carretera Pavimentada,,,1
La Paz,3622.0,Kia,SUV,2012.0,13.0,135093.0,312.0,Normal,86.4,7.0,86.2,Bajo,28.3,11.93,Desgastado,Limpio,Carretera Pavimentada,,9.1,1
Cochabamba,2542.0,,Camioneta 4x4,1995.0,30.0,337960.0,215.0,normal,82.9,3.3,95.3,MuyBajo,30.3,12.03,Desgastado,Limpio,Urbana,buena ,-2.5,0
Cochabamba,2541.0,Kia,,1990.0,35.0,,26.0,,82.8,0.9,97.4,Óptimo,38.0,11.49,Regular,Limpio,Carretera Pavimentada,Buena,14.7,1
La Paz,3771.0,Hyundai,SUV,1987.0,38.0,434595.0,107.0,,84.5,67.3,76.0,Bajo,,10.99,Crítico,,Urbana,Buena,1.9,1
Tarija,1957.0,Kia,Minibús,1999.0,26.0,347511.0,243.0,Degradada,83.8,54.7,114.2,Bajo,30.1,11.94,Crítico,,Carretera Pavimentada,mala,22.4,1
Cobija,353.0,Ford,Minibús,1989.0,36.0,478347.0,100.0,Normal,,5.1,,Bajo,36.4,10.56,Regular,Obstruido,Urbana,regular,27.5,1
Sucre,2355.0,Kia ,Sedán,2001.0,24.0,223795.0,,Normal,92.5,,,Optimo,21.1,11.67,Crítico,Obstruido,Carretera Pavimentada,MALA,10.0,0
Santa Cruz,,Mitsubishi,Camioneta 4x4,2007.0,18.0,204441.0,,Normal,88.3,2.0,95.4,Muy Bajo,34.1,,Desgastado,Limpio,Ruta Interdepartamental,Muy Mala,4.6,1
La Paz,3392.0,Mitsubishi,Camioneta 4x4,1999.0,26.0,307089.0,55.0,,80.8,47.5,,Muy Bajo,34.4,11.9,Regular,LIMPIO,Ruta Interdepartamental,MALA,5.2,1
Cochabamba,2655.0,Chevrolet,Sedán,2015.0,10.0,153049.0,269.0,Normal,87.7,3.6,100.4,Muy Bajo,,11.87,Regular,Sucio,Urbana,Mala,-2.8,1
La Paz,3861.0,Kia,Camioneta 4x4,1989.0,36.0,514532.0,114.0,Normal,83.8,,92.3,Bajo,29.3,11.14,Crítico,Obstruido,Urbana,Mala,17.7,1
Tarija,1727.0,Hyundai,Camioneta 4x4,0.0,27.0,401997.0,84.0,Normal,89.8,6.1,97.0,,31.2,12.25,,Obstruido,Camino de Tierra,Buena,13.8,1
Trinidad,198.0,Kia,Camión,1989.0,36.0,416165.0,193.0,,89.9,3.6,97.9,Muy Bajo,29.5,,Regular,Sucio,,Mala,9.9,0
Tarija,1776.0,Mitsubishi,Minibús,2014.0,,132111.0,202.0,Contaminada,73.2,170.8,97.4,Bajo,,12.75,Regular,Sucio,Urbana,Regualr,4.8,0
La Paz,3825.0,Hyundai,Pickup,2017.0,8.0,104517.0,,Degradada,584.2736864859785,,95.9,OPTIMO,29.8,,Desgastado,Sucio,Camino de Tierra,Buena,3.8,0
Cochabamba,2572.0,Kia,Sedán,1996.0,29.0,391048.0,216.0,Normal,,2.2,90.9,muy bajo,36.4,11.88,Desgastado,Limpio,Camino de Tierra,Mala,16.1,0
,3069.0,Ford,Sedán,1993.0,32.0,448231.0,393.0,Degragada,72.8,,97.3,Muy Bajo,29.2,11.65,Crítico,Sucio,Camino de Tierra,mala,5.0,1
Cochabamba,2620.0,Chevrolet,MINIBÚS,1992.0,33.0,492493.0,268.0,Degradada,76.9,52.2,111.6,Óptimo,30.1,10.58,Crítico,,Carretera Pavimentada,Buena,20.5,0
Santa Cruz,452.0,suzuki,Sedán,2013.0,12.0,185872.0,10.0,Normal ,,2.0,-34.68757004638744,Óptimo ,34.9,11.8,Desgastado,Limpio,Carretera Pavimentada,Muy Mala,,0
Santa Cruz,426.0,Honda,SUV,2005.0,20.0,182783.0,246.0,Normal,85.8,4.0,401.84293533263997,Bajo,34.4,11.52,Desgastado,Sucio,Urbana,Buena,21.2,0
Tarija,1989.0,Hyundai,Minibús,2014.0,11.0,161892.0,197.0,Contaminada,67.1,73.8,94.6,Óptimo,31.7,11.8,Regular,Sucio,Urbana,Regular,9.7,1
Cochabamba,2297.0,Hyundai,camioneta4x4,1988.0,37.0,478360.0,339.0,Contaminada,78.9,103.0,111.3,Bajo,29.4,12.19,Bueno,Limpio,Camino de Tierra,Mala,25.4,1
Oruro,3719.0,Suzuki,Camioneta 4x4,1998.0,27.0,339722.0,174.0,Normal,90.4,,119.7,Óptimo,30.0,12.06,Regular,Limpio,Urbana,Mala,14.1,1
La Paz,3629.0,Suzuki,Camioneta 4x4,2005.0,20.0,258440.0,273.0,Degradada,84.3,25.6,84.4,Óptimo,45.1,11.48,Bueno,limpio,Urbana,,,0
Cochabamba,2667.0,Chevrolet,camioneta4x4,2015.0,10.0,142038.0,,Normal,,1.7,84.0,Óptimo,35.9,12.96,Crítico,OBSTRUIDO,Urbana,Mala,13.4,1
Cochabamba,2530.0,Toyota,Sedán,1995.0,30.0,388273.0,495.0,NORMAL,,2.5,111.8,Bajo,33.3,13.15,Crítico,,Ruta Interdepartamental,Regular,-1.3,0
Tarija,1710.0,Chevrolet,Sedán,1993.0,32.0,314213.0,27.0,Normal,92.2,8.4,117.5,Óptimo ,30.7,12.31,Regular,Sucio,Urbana,regular,10.3,0
Tarija,1867.0,Mitsubishi,Minibús,2016.0,9.0,114662.0,259.0,Normal,91.3,8.0,81.1,Muy Bajo,38.5,14.14,Regular,Limpio,Camino de Tierra,Muy Mala,10.9,1
La Paz,3478.0,Mitsubishi,sedan,1986.0,,611633.0,344.0,Normal,86.7,0.0,86.3,Muy Bajo,,11.76,CRÍTICO,Sucio,Carretera Pavimentada,Mala,,1
Cochabamba,2269.0,SUZUKI,SUV,1998.0,27.0,396444.0,1.0,Normal,95.1,0.0,88.6,Óptimo,35.0,13.14,Bueno,scuio,Urbana,Mala,26.6,0
La Paz,3749.0,ford,Camioneta 4x4,1997.0,28.0,286953.0,318.0,Normal,86.6,5.3,96.2,,31.8,12.45,Crítico,Limpio,,Regular,13.8,1
La Paz,3727.0,,Sedán,1989.0,36.0,512212.0,229.0,Normal,88.2,0.2,104.8,Muy Bajo,32.3,,Desgastado,Obstruido,Camino de Tierra,Regular,0.3,1
Santa Cruz,,Honda,Camioneta 4x4,1996.0,29.0,317433.0,332.0,Degradada,85.6,63.1,267.1919011757826,Muy Bajo,37.4,11.58,Regular,Obstruido,Urbana,Muy Mala,22.8,1
La Paz,3835.0,Chevrolet,Camioneta 4x4,2007.0,18.0,215477.0,25.0,normal,88.1,0.0,98.8,Óptimo,39.0,11.89,Regular,LIMPIO,Camino de Tierra,Mala,7.0,0
Cochabamba,2458.0,Nissan,Sedn,1995.0,30.0,359821.0,,Normal,86.2,2.7,119.4,Bajo,31.0,12.34,Desgastado,Sucio,Urbana,Mala,11.8,1
La Paz,3425.0,Kia,Sedán,1993.0,32.0,384672.0,86.0,Degradada,,48.1,101.0,Óptimo,30.9,11.2,Bueno,Sucio,Carretera Pavimentada,Regualr,-2.0,0
Santa Cruz,405.0,Toyota,Camioneta 4x4,2009.0,16.0,145531.0,38.0,Degradada,80.0,67.1,82.9,Óptimo,26.3,11.15,Regualr,Obstruído,Carretera Pavimentada,Buena,17.5,1
Sucre,2758.0,Kia,Camioneta 4x4,2022.0,3.0,44930.0,183.0,NORMAL,80.6,5.0,84.7,Bajo,30.5,11.08,Bueno,Limpio,Carretera Pavimentada,Mala,5.8,0
Oruro,3580.0,Mazda,SUV,,16.0,243794.0,,NORML,90.0,5.9,94.8,Óptimo,,12.11,Bueno,Limpio,Urbana,Muy Mala,3.6,1
Cochabamba,2546.0,Hyundai,SUV,2012.0,13.0,166418.0,299.0,Contaminada,68.9,125.3,99.0,Bajo,29.4,13.21,Bueno,Sucio,Ruta Interdepartamental,Mala,30.9,1
Santa Cruz,324.0,Suzuki,Sedán,2017.0,8.0,92368.0,161.0,Normal,83.5,7.8,,Óptimo,21.6,12.69,REGULAR,Limpio,Carretera Pavimentada,,5.3,1
Trinidad,0.0,Kia ,Sedán,2010.0,15.0,158036.0,,Normal,90.6,5.9,85.2,Óptimo,,11.51,Bueno,Sucio,Camino de Tierra,Mala,37.5,0
Oruro,3640.0,Honda,Minibús,2021.0,4.0,31145.0,37.0,Degradada,,56.1,94.9,Muy Bajo,28.8,12.05,BUENO,Limpio,Urbana,Muy Mala,7.1,0
Santa Cruz,246.0,Kia,,2008.0,17.0,167846.0,,Degradada,82.7,56.4,81.3,Óptimo,27.3,12.06,Regular,Limpio,Camino de Tierra,Regular,19.9,0
Trinidad,272.0,Mitsubishi,Pickup,2004.0,21.0,311510.0,54.0,Contaminada,71.4,,,Óptimo,34.2,10.83,Bueno,Limpio,Ruta Interdepartamental,Regular,21.6,0
Santa Cruz,318.0,Nisan,sedan,2005.0,20.0,243575.0,142.0,Normal,87.7,0.0,,Óptimo,33.3,12.29,Crítico,Obstruido,Carretera Pavimentada,Mala,20.8,1
Tarija,2033.0,Chevrolet,Camioneta 4x4,2015.0,10.0,95617.0,292.0,CONTAMINADO,,74.4,91.2,Bajo,36.2,12.2,Regular,Limpio,,Mala,-2.1,0
Tarija,2107.0,Chevrolet,Camión,2005.0,20.0,213850.0,117.0,Degradada,,,100.9,Bajo,29.5,12.35,Desgastado,LIMPIO,Carretera Pavimentada,Regular,1.6,1
Cochabamba,2660.0,Chevrolete,SUV,2008.0,17.0,267846.0,181.0,Normal,89.1,10.9,91.8,Muy Bajo,32.3,11.91,regular,Sucio,Camino de Tierra,Regular,12.1,1
Santa Cruz,183.0,Suzuki,Sedán,1991.0,34.0,423516.0,49.0,Normal,,6.0,113.2,Muy Bajo,26.1,11.49,Desgastado,Limpio,Ruta Interdepartamental,Regular,17.3,1
Sucre,3036.0,,Camión,2016.0,9.0,121875.0,96.0,Normal,92.2,4.2,90.8,Bajo,29.5,11.07,Bueno,Limpio,Carretera Pavimentada,Regular,18.1,0
Tarija,2102.0,Ford,Camioneta 4x4,1997.0,28.0,339521.0,91.0,Normal,80.3,,,Bajo,31.1,12.59,Bueno,Sucio,Urbana,Buena,-7.3,0
Cochabamba,2561.0,Ford ,Sedán,1989.0,,334313.0,,Contaminada,77.9,67395.44244170166,80.6,Bajo,31.5,11.82,,Limpio,Camino de Tierra,Buena,11.1,0
Santa Cruz,614.0,Chevrolet,Camioneta 4x4,2010.0,15.0,244893.0,94.0,Degradada,78.4,55.1,,Óptimo,35.6,12.64,Regular,scuio,Ruta Interdepartamental,,10.2,0
Santa Cruz,333.0,Toyota,Sedán,1994.0,31.0,304715.0,52.0,Normal,85.6,4.9,90.2,Bajo,33.0,11.07,Desgastado,Sucio,Urbana,Mala,17.3,1
La Paz,3360.0,Suzuki,Camión,1990.0,35.0,496422.0,36.0,Degradada,82.3,45.7,,Bajo,30.6,12.4,Desgastado,Sucio,Urbana,regular,11.3,1
Santa Cruz,302.0,chevrolet,Camión,1992.0,33.0,315437.0,38.0,Normal,84.3,5.8,99.0,Óptimo,,12.23,Desgastado,Sucio,Carretera Pavimentada,mla,20.7,1
Sucre,3069.0,Chevrolet,SUV,1985.0,40.0,484226.0,514.0,Normal,85.7,9.0,107.9,Muy bajo,26.1,11.31,Regular,Sucio,Camino de Tierra,,17.5,1
Santa Cruz,192.0,Chevrolet,Camioneta 4x4,1987.0,38.0,579247.0,57.0,Normal,,,95.7,Bajo,35.5,12.65,Bueno,Limpio,Urbana,Mala,21.6,1
Cochabamba,2558.0,honda,Sedán,2002.0,23.0,-7517.028244530069,213.0,Contaminada,69.3,133.0,103.8,Muy Bajo,31.0,11.3,Regualr,Limpio,Urbana,Regular,8.6,0
Cochabamba,2563.0,Hyundai,Camioneta 4x4,2013.0,12.0,137294.0,9.0,Contaminada,68.5,148.7,,Bajo,33.4,12.93,,Sucio,Ruta Interdepartamental,Mala,18.3,1
Santa Cruz,339.0,Kia,camioneta 4x4,1997.0,28.0,348570.0,12.0,Contaminada,68.5,118.5,97.4,ÓPTIMO,25.5,12.26,Crítico,Sucio,Ruta Interdepartamental,REGULAR,22.3,1
Oruro,3639.0,Chevrolet,CAMIÓN,2003.0,22.0,243181.0,150.0,Normal,88.1,5.8,94.1,Bajo,25.4,12.0,Desgastado,Limpio,Urbana,Regular,6.4,0
Santa Cruz,427.0,,CAMIONETA 4X4,2010.0,15.0,227136.0,79.0,Normal,83.4,10.9,81.3,Bajo,29.6,0.0,Desgastado,Sucio,Ruta Interdepartamental,Regular,27.3,0
Cochabamba,2474.0,Toyota ,Minibús,1994.0,31.0,432180.0,276.0,Normal,89.3,3.1,95.7,Muy Bajo,30.8,12.53,Bueno,Limpio,Ruta Interdepartamental,Mala,28.9,0
Cochabamba,2345.0,Hyundai,Minibús,2004.0,21.0,256072.0,,Degradada,88.5,36.4,92.4,Muy Bajo,,12.41,Desgastado,scuio,Camino de Tierra,Buena,9.7,1
Potosí,3999.0,Toyota,Sedn,1994.0,31.0,345064.0,183.0,NORML,87.0,2.4,105.2,Óptimo,28.4,12.61,Crítico,Limpio,Urbana,Muy Mala,9.1,1
Sucre,2971.0,Ford,Minibús,2004.0,21.0,221206.0,219.0,Normal,88.3,5.9,110.9,Muy Bajo,32.6,10.81,Desgastado,Obstruido,Camino de Tierra,Mala,16.4,1
Potosí,4097.0,Ford,CAMIONETA 4X4,1991.0,34.0,472497.0,265.0,Normal,87.8,6.1,99.8,Óptimo,27.8,11.67,Regular,Limpio,Urbana,Muy Mala,5.5,0
La Paz,,hyundai,Suv,2021.0,4.0,37691.0,198.0,Contaminada,67.3,62.5,100.5,Bajo,,12.27,Bueno,Limpio,Ruta Interdepartamental,Mala,7.5,1
Oruro,3518.0,Kia,Camión,1987.0,38.0,434330.0,97.0,Degradada,81.3,59.5,126.3,Óptimo,28.1,11.12,Desgastad,Obstruido,Ruta Interdepartamental,Mala,14.1,1
La Paz,3597.0,MAZDA,Sedan,1999.0,,412133.0,39.0,Degradada,80.9,,105.3,Óptimo,30.6,12.46,Desgastado,Limpo,Urbana,Mala,19.5,1
Cobija,525.0,Ford,Camioneta 4x4,1992.0,33.0,324571.0,201.0,Degradada,87.1,51.8,99.7,Óptimo,29.7,11.81,Crítico,Obstruido,Urbana,Mala,4.2,0
Trinidad,334.0,suzuki,Camión,2002.0,23.0,,49.0,Degradad,81.0,46.9,111.7,Óptimo,24.7,11.68,Crítico,Limpio,Camino de Tierra,Mala,16.9,1
Cochabamba,2664.0,Hyundai,Sedán,1996.0,29.0,352655.0,36.0,Normal,90.7,0.0,-28.14230095549519,Óptimo,30.8,12.02,,Sucio,Carretera Pavimentada,Regular,13.8,0
Santa Cruz,549.0,HYUNDAI,SUV,1993.0,32.0,350741.0,,Normal ,,,101.3,OPTIMO,26.8,12.83,Crítico,Sucio,,Buena,15.0,0
Potosí,4030.0,Nissan,Camioneta 4x4,2073.0,34.0,453135.0,128.0,Normal,85.5,,93.3,Óptimo,36.8,13.23,Crítico,,Urbana,Regular,18.1,0
Tarija,1884.0,Masda,Minibús,1990.0,,456124.0,36.0,normal,83.4,8.5,93.3,,31.6,12.74,Regular,Sucio,Ruta Interdepartamental,Mala,15.1,0
Santa Cruz,515.0,Nissan,Pickup,2009.0,16.0,162551.0,61.0,Degradada,81.2,16.9,87.2,Óptimo,30.2,11.56,Desgastado,Obstruido,Ruta Interdepartamental,Mala,11.0,0
Trinidad,155.0,Hyundai,MINIBÚS,1991.0,34.0,334859.0,,Normal,89.3,,98.4,bajo,29.3,11.24,Regular,Sucio,,Buena,23.4,0
Cochabamba,2346.0,Kia,Camioneta 4x4,2009.0,16.0,159291.0,205.0,,86.7,0.0,,Óptimo,36.5,12.1,Desgastado,Obstruído,Urbana,mala,0.4,1
Santa Cruz,524.0,Hyundai,Sedán,1998.0,27.0,268127.0,49.0,Degradada,77.5,12.2,,Óptimo,31.3,12.24,,,Carretera Pavimentada,Regualr,11.8,1
Oruro,3892.0,Chevrolet,Sedán,1987.0,38.0,370091.0,240.0,Normal ,91.2,,117.0,Óptimo,25.6,,,Sucio,Carretera Pavimentada,Mala,,1
Cobija,122.0,Nissan,Minibús,1989.0,36.0,384363.0,7.0,Normal,,,,MUY BAJO,0.0,11.92,Crítico,Obstruido,Camino de Tierra,Muy Mala,2.8,0
La Paz,3763.0,Hyundai,Camioneta 4x4,2015.0,10.0,127203.0,553.0,Normal,83.5,0.0,,Muy Bajo,34.6,12.37,Bueno,Limpio,Urbana,Regular,10.0,0
Tarija,,Kia,Camioneta 4x4,2002.0,23.0,327088.0,70.0,,86.8,1.4,100.1,,26.5,12.51,Desgastado,SUCIO,Camino de Tierra,Buena,13.3,0
Tarija,1866.0,Toyota,Pickup,1990.0,35.0,366492.0,51.0,Normal,,5.9,,Bajo,29.3,11.39,,Obstruido,Urbana,Muy Mala,,1
Santa Cruz,293.0,Toyota,camioneta4x4,2006.0,19.0,255232.0,334.0,Normal,84.8,,91.5,Bajo,41.6,12.6,,Sucio,Carretera Pavimentada,mla,18.7,0
La Paz,3658.0,,Minibús,2011.0,14.0,129043.0,,Degradada,,,94.9,Óptimo,-7.155034979049148,12.15,Regular,Limpio,Urbana,Regular,-6.2,0
Trinidad,154.0,Kia,Minibús,1994.0,31.0,422152.0,57.0,Normal,81.9,4.0,,Óptimo,48.0,12.44,Crítico,Sucio,Ruta Interdepartamental,Muy Mala,16.5,1
La Paz,3547.0,Hyundai,minibus,2000.0,25.0,374797.0,57.0,normal,88.3,,99.4,Bajo,37.7,10.74,Desgastado,LIMPIO,Urbana,Buena,16.1,1
Tarija,1931.0,Toyota,Camioneta 4x4,1993.0,32.0,436615.0,,Degradada,,27.8,99.0,bajo,43.5,11.66,Desgastad,LIMPIO,Carretera Pavimentada,Regular,19.3,1
Oruro,3465.0,Ford ,camioneta 4x4,1987.0,38.0,396817.0,245.0,Contaminada,70.1,137.6,90.4,Bajo,27.4,,Regular,Sucio,Camino de Tierra,Regular,19.9,0
Potosí,3750.0,Hyundai,Pickup,,29.0,322260.0,246.0,,77.3,26.0,101.3,Óptimo,43.3,12.88,Regualr,Limpio,Carretera Pavimentada,Regular,-3.8,1
Sucre,2813.0,Chevrolete,Camioneta 4x4,2008.0,17.0,254241.0,116.0,,91.2,5.9,80.9,Bajo,24.9,12.87,Regular,Limpio,Camino de Tierra,REGULAR,16.3,1
Cochabamba,2555.0,Ford,Minibús,1997.0,28.0,336709.0,623.0,Normal,86.1,6.9,100.4,Muy Bajo,30.1,11.58,DESGASTADO,Sucio,Camino de Tierra,Regular,6.7,1
La Paz,3692.0,Nissan,Camión,1996.0,29.0,313116.0,241.0,Normal,84.5,,84.9,Bajo,27.4,12.6,,Sucio,Camino de Tierra,Regular,9.1,0
La Paz,3921.0,Mazda,Sedán,1995.0,30.0,457611.0,148.0,Normal,93.3,,81.8,Óptimo,31.3,12.48,Crítico,Limpio,Ruta Interdepartamental,Mala,9.3,0
Cochabamba,2574.0,TOYOTA,SUV,1997.0,28.0,363985.0,28.0,NORML,92.4,,,Muy Bajo,34.1,12.34,Desgastado,Sucio,Urbana,Muy Mala,9.7,1
Santa Cruz,506.0,Hyundai,Minibús,,32.0,468329.0,103.0,Normal,89.5,6.5,98.9,Óptimo,30.5,11.47,Regular,Limpio,Carretera Pavimentada,Mala,17.2,0
Santa Cruz,270.0,Mitsubishi,Camión,,23.0,202389.0,31.0,Normal,88.7,2.8,80.0,Bajo,32.5,12.52,REGULAR,Limpio,Carretera Pavimentada,Regular,25.7,0
La Paz,3755.0,Suzuki,SUV,1986.0,39.0,439397.0,,Normal,84.4,,,Muy Bajo,29.6,12.38,Crítico,Obstruido,Camino de Tierra,Buena ,5.1,1
Cochabamba,2479.0,Honda,SUV,2010.0,15.0,195045.0,150.0,,84.3,70.6,89.2,Óptimo,33.8,12.61,Desgastad,Sucio,Carretera Pavimentada,Regular,12.4,0
La Paz,3651.0,Toyota,Camioneta 4x4,1989.0,,471469.0,,Degradada,81.5,31.7,107.9,Optimo,33.3,11.32,Desgastado,Obstruido,Urbana,Mala,2.9,1
La Paz,3624.0,Toyota,SUV,2003.0,22.0,236112.0,12.0,Normal,85.1,5.4,79.7,Bajo,29.6,12.51,Regular,Obstruido,Urbana,Muy Mala,13.1,1
Tarija,2021.0,Kia,Camioneta 4x4,1997.0,28.0,351968.0,98.0,Degradada,80.6,41.9,96.5,Óptimo,29.9,,Regular,sucio,Urbana,regular,14.2,1
Tarija,1670.0,SUZUKI,Camión,2009.0,16.0,225461.0,1.0,Normal,,6.0,89.7,Óptimo,24.9,12.46,Regular,Limpio,Urbana,Regular,,0
La Paz,3298.0,Mitsubishi,Sedán,2011.0,14.0,155496.0,122.0,Normal,82.4,9.2,107.8,Bajo,31.7,12.8,Regular,,Carretera Pavimentada,Buena,16.2,1
Oruro,3674.0,Chevrolet,Sedán,1990.0,35.0,,301.0,Degradada,85.5,36.1,109.9,,,13.05,Desgastado,Obstruido,Urbana,Regular,14.9,1
La Paz,3710.0,Suzuki,Sedán,2005.0,20.0,237038.0,,Normal,81.6,6.1,75.2,Óptimo,35.9,12.73,Desgastado,Sucio,Carretera Pavimentada,Mala,10.5,0
Santa Cruz,439.0,Chevrolet,Camioneta 4x4,1990.0,35.0,427903.0,62.0,Normal,93.5,7.1,107.7,ÓPTIMO,,11.29,,Obstruido,Urbana,Regualr,12.8,0
Cobija,475.0,Mitsubishi,Sedán,,37.0,370264.0,322.0,Normal ,86.4,,106.4,Bajo,26.9,11.86,Regular,Limpio,Urbana,Mala,22.5,0
La Paz,3706.0,Hundai,Minibús,2017.0,8.0,102749.0,158.0,Normal,88.4,2.5,104.9,Óptimo,33.9,12.11,Crítico,Sucio,Carretera Pavimentada,Regualr,4.8,1
Oruro,3621.0,Nissan,Camioneta 4x4,1989.0,,378168.0,18.0,Degradada,82.1,46.5,85.9,Óptimo,33.9,11.9,Bueno,Sucio,Ruta Interdepartamental,Regular,,0
Santa Cruz,67.0,Honda,Camión,1991.0,34.0,502824.0,62.0,Contaminada,67.1,,98.6,Óptimo,35.2,13.01,Crítico,Obstruído,Carretera Pavimentada,MUY MALA,18.8,1
Santa Cruz,380.0,,Sedán,1988.0,,,183.0,Normal,86.4,0.1,102.1,Óptimo,43.3,11.46,,Sucio,Urbana,Mala,10.9,0
Cochabamba,2712.0,Mitsubishi,Sedán,1998.0,27.0,361358.0,,,86.7,,95.1,Óptimo,25.0,11.07,Crítico,Limpio,Urbana,Regular,18.4,0
La Paz,3581.0,Suzuki,Camioneta 4x4,2016.0,9.0,135165.0,21.0,normal,85.2,7.2,,Óptimo,27.5,12.23,,Sucio,Ruta Interdepartamental,Muy mala,11.1,0
La Paz,3644.0,Chevrolet,Camioneta 4x4,1992.0,33.0,352330.0,8.0,Contaminada,77.2,106.5,,Óptimo,32.0,11.22,regular,LIMPIO,Carretera Pavimentada,Buena,23.6,1
Sucre,2873.0,Nissan,SEDÁN,2000.0,25.0,318329.0,148.0,Norml,83.4,,94.5,Óptimo,31.4,,Crítico,Obstruido,Ruta Interdepartamental,Regular,22.8,1
Cochabamba,2406.0,Hyundai,Pickup,1996.0,29.0,336713.0,122.0,Normal,87.6,1.8,87.6,Optimo,-40.88704221748825,11.82,Regular,Sucio,Urbana,buena ,12.0,0
La Paz,3733.0,Hyundai,Camioneta 4x4,1908.0,31.0,484657.0,7.0,Normal,81.9,5.4,99.8,Óptimo,39.1,12.31,,Limpo,Urbana,Regular,12.0,1
Sucre,3056.0,Toyata,Camión,2001.0,24.0,352555.0,478.0,Normal,,5.4,105.9,Muy Bajo,42.4,11.36,Crítico,Sucio,Urbana,Mala,21.5,1
La Paz,3614.0,HONDA,Camioneta 4x4,2000.0,,364716.0,37.0,Contaminada,72.8,129.0,101.1,ÓPTIMO,,12.72,Desgastado,Obstruido,Camino de Tierra,Mala,7.2,1
Santa Cruz,247.0,Mazda,SUV,1995.0,30.0,292562.0,63.0,Degradada,87.6,39.3,80.9,Bajo,34.6,11.08,Critico,Limpio,Urbana,Regular,,0
Potosí,3957.0,Mitsubishi,Camioneta 4x4,2012.0,13.0,138635.0,25.0,Normal,85.2,5.5,,Optimo,38.5,11.44,Regular,Limpio,Ruta Interdepartamental,Muy Mala,2.5,1
La Paz,3306.0,Ford,Pickup,1986.0,39.0,343062.0,229.0,Contaminada,71.2,176.9,100.1,Óptimo,28.0,11.55,REGULAR,Limpio,Camino de Tierra,REGULAR,4.1,0
Sucre,2861.0,Suzuki,Camioneta 4x4,1987.0,38.0,519705.0,427.0,Normal,86.3,6.3,108.0,optimo,32.3,12.31,Regular,Sucio,Camino de Tierra,Regular,6.5,0
Cochabamba,2626.0,Chevrolet,Sedán,2023.0,2.0,1341266.7141366198,31.0,Contaminada,80.4,164.2,103.3,ÓPTIMO,29.4,11.15,Bueno,Limpio,Urbana,Muy Mala,1.2,0
Cobija,541.0,Hyundai,Minibús,2008.0,17.0,190461.0,43.0,DEGRADADA,77.7,-730.8287966287949,89.5,Óptimo,23.2,,Regular,Sucio,Carretera Pavimentada,Mala,25.3,1
Sucre,2781.0,Nissan,Minibús,2010.0,15.0,203555.0,159.0,Norml,87.7,,105.1,Bajo,27.3,12.19,Desgastado,Limpio,Urbana,Mala,10.8,1
